Monit_MAP_CODE1,LAKE_NAME,Year,avg_secchi_depth,avg_total_phosphorus,mean_FIN_SQ_FT,median_FIN_SQ_FT,mean_acres,median_acres,mean_EMV_TOTAL,median_EMV_TOTAL,mean_total_tax,median_total_tax,pct_garage_yes,Percentage_Air_Cooling,Percentage_AC_Cooling,Percentage_Central_Cooling,Percentage_Other_Cooling,Percentage_No_Cooling,N,Y
82005400-01,Bone Lake,2009,1.8083333333333333,0.039416666666666676,951.9811320754717,1055.0,6.877712264150943,1.59,253303.06603773584,260300.0,234835.61320754717,252600.0,0.0,0.0,0.0,0.0,0.0,100.0,390,18
10000200-01,Riley Lake,2012,2.207142857142857,0.061857142857142854,549.8594730238394,0.0,0.9341154328732815,0.4,508419.5734002509,485700.0,7559.442910915935,7001.0,20.326223337515685,8.281053952321205,0.0,10.28858218318695,0.0,81.43036386449184,750,47
10005200-01,Reitz Lake,2013,1.3666666666666665,0.09266666666666666,1578.0511182108626,1368.0,5.706954206602766,0.4,254461.76783812567,186300.0,4454.1320553780615,1112.0,56.76251331203408,51.118210862619804,0.0,0.0,0.42598509052183176,48.45580404685836,867,70
19034800-01,Valley Lake,2011,1.7416666666666665,0.084,1910.7151898734178,1646.0,0.2563256927813825,0.25,190641.9603147451,161850.0,2358.287718097845,1905.0,0.0,0.0,0.0,0.0,0.0,100.0,5767,79
19002500-01,Keller Lake,2006,1.244230769230769,0.08030769230769232,2204.457963667089,1976.0,0.40084072665821524,0.28,291367.68060836504,243400.0,3030.112378538234,2560.0,0.0,0.0,0.0,0.0,0.0,100.0,2301,56
82036800-01,Klawitter Pond,2007,0.49166666666666664,0.09808333333333334,0.0,0.0,0.0,0.0,396113.32082551596,390700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0
27071100-01,Westwood Lake,2007,1.342857142857143,0.03528571428571429,0.0,0.0,2.48871969181966,0.28,411951.68819397234,241700.0,8469.228642646725,2840.0,0.0,0.0,0.0,0.0,0.0,100.0,4293,120
82010400-01,Jane Lake,2006,5.122222222222222,0.014,1534.2373371924746,1540.0,1.449015918958032,0.15,363751.80897250364,358900.0,2754.2141823444285,2794.0,0.0,0.0,0.0,0.0,0.0,100.0,660,31
27005300-01,Cobblecrest Lake,2005,0.29999999999999993,0.18442857142857141,0.0,0.0,0.0,0.0,245779.0457672749,197300.0,3216.1465749326953,2180.0,0.0,0.0,0.0,0.0,0.0,100.0,6230,456
19034800-01,Valley Lake,2012,1.3923076923076922,0.08230769230769232,1909.93244398837,1644.0,0.2569180776466458,0.25,183382.12758679665,150400.0,2410.9746878741234,1916.0,0.0,0.034205575508807935,0.23943902856165553,95.98084487771507,0.0,3.745510518214469,5768,79
19002300-01,Farquar Lake,2013,0.72,0.11253846153846153,2802.3502929386373,2836.0,0.8456120875732367,0.34,297527.5979031761,279000.0,3788.723404255319,3604.0,0.0,0.06167129201356768,0.0,95.74468085106383,0.0,4.193647856922603,3201,42
19002100-01,Alimagnet Lake,2008,0.605,0.10616666666666667,2190.013653741125,2022.5,0.5196340797378436,0.28,292919.96176952485,243100.0,2882.01310759148,2601.5,0.0,0.0,0.0,0.0,0.0,100.0,3527,70
82012200-01,Pine Tree Lake,2008,2.3285714285714287,0.029999999999999995,0.0,0.0,5.5448206599713,2.76,579695.9827833573,542100.0,563506.0258249642,539800.0,0.0,0.0,0.0,0.0,0.0,100.0,677,20
82008900-01,Markgraf Lake,2010,0.28357142857142853,0.2057142857142857,1414.2394366197184,1474.0,0.8953923541247375,0.24,342187.0556673374,186600.0,0.0,0.0,80.21462105969148,0.0,0.0,0.0,0.0,100.0,2786,196
10000200-01,Riley Lake,2006,2.29,0.060399999999999995,247.27146464646464,0.0,0.08640151515151515,0.0,493415.9090909091,433950.0,6118.220959595959,5331.5,3.535353535353535,6.4393939393939394,0.0,0.0,0.0,93.56060606060606,677,41
82033400-01,Kismet Lake,2013,1.67,0.025,1274.85,1478.0,12.719750000000007,9.88,330101.25,317000.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,100.0,0,0
82003400-01,East Boot Lake,2014,4.205000000000001,0.01841666666666667,668.2307692307693,0.0,26.967692307692325,34.64,411815.3846153846,408800.0,0.0,0.0,23.076923076923077,0.0,0.0,0.0,0.0,100.0,0,0
82009200-01,Powers Lake,2009,2.5037142857142856,0.03542857142857143,1726.6353039134056,1786.0,0.6616486261448788,0.29,419802.0815986678,314000.0,419802.0815986678,314000.0,0.0,0.0,0.0,0.0,0.0,100.0,1078,122
02000500-01,George Watch Lake,2011,0.9733333333333335,0.11941666666666667,1780.2820512820513,1202.0,2.2811993382961098,0.59,216297.93217535154,189100.0,3459.313482216708,2191.0,69.06534325889164,0.0,0.0,0.0,0.0,100.0,1109,100
82012300-01,Bass Lake,2005,1.3985294117647062,0.08867647058823531,0.0,0.0,3.788104956268221,0.17,357913.7026239067,393100.0,2559.9766763848397,2846.0,0.0,0.0,0.0,0.0,0.0,100.0,332,11
82015300-01,Sunset Lake,2007,2.97,0.022,0.0,0.0,0.0,0.0,386638.63298662705,397100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0
82002000-01,McKusick Lake,2006,2.1752727272727275,0.07027272727272728,1118.5731841123545,1196.0,0.2532543339916593,0.0,236606.25411454905,202300.0,2312.414527101163,1972.0,0.0,0.0,0.0,0.0,0.0,100.0,4211,346
19002900-01,Lee Lake,2012,1.853846153846154,0.0436923076923077,2733.9716088328078,2032.5,0.7599053627760249,0.32,301022.79179810727,192600.0,5946.469242902208,2545.0,0.0,1.2618296529968454,8.123028391167193,77.6813880126183,0.15772870662460567,12.77602523659306,1176,92
19002300-01,Farquar Lake,2012,0.6285714285714284,0.1657142857142857,2794.2688868331793,2822.0,0.8456120875732331,0.34,287512.3034227567,266700.0,3860.0881899475794,3691.0,0.0,0.06167129201356768,0.06167129201356768,95.74468085106383,0.0,4.131976564909035,3201,42
27062700-01,Northwood Lake,2008,1.088888888888889,0.15722222222222224,0.0,0.0,0.5757457721097712,0.24,331954.5883005268,231000.0,5504.782783476573,2893.0,0.0,0.0,0.0,0.0,0.0,100.0,7045,169
19002200-01,Long Lake,2013,1.63875,0.0635,2251.5589893100096,2072.0,0.4849154518950362,0.32,243614.8882410107,210600.0,3004.533527696793,2687.0,0.0,0.0,0.3109815354713314,95.8600583090379,0.0,3.8289601554907673,5024,121
82003400-01,East Boot Lake,2006,3.5966,0.0452,663.7777777777778,0.0,14.753333333333334,0.19,431625.9259259259,415700.0,776.1481481481482,28.0,0.0,0.0,0.0,0.0,0.0,100.0,16,11
82010300-01,Olson Lake,2012,2.9916666666666667,0.021416666666666667,1347.5505494505494,1321.5,0.9493846153846148,0.37,210564.06593406593,188400.0,0.0,0.0,89.12087912087912,0.0,0.0,0.0,0.0,100.0,0,0
19002700-01,Crystal Lake,2011,1.9999999999999998,0.02542857142857143,2246.4498922413795,2190.0,0.43915948275861816,0.32,262226.2931034483,221550.0,3384.472521551724,2686.0,0.0,0.0,0.0,0.0,0.0,100.0,1763,93
82033400-01,Kismet Lake,2010,1.3164285714285715,0.04135714285714286,1281.575,1478.0,12.965500000000002,9.88,409348.75,383250.0,0.0,0.0,61.25000000000001,0.0,0.0,0.0,0.0,100.0,122,38
19034800-01,Valley Lake,2014,1.5916666666666668,0.07525,1919.5892520965258,1648.0,0.254961492384042,0.25,204406.52062296766,168400.0,2512.0604141708027,1963.0,0.0,0.03422899195618689,0.23960294369330823,96.14923840492897,0.0,3.57692965942153,5760,83
82010300-01,Olson Lake,2006,2.9260000000000006,0.046400000000000004,1310.7129994372538,1248.0,0.6617726505346078,0.0,281839.8424310636,258800.0,2539.7332583005063,2224.0,0.0,0.0,0.0,0.0,0.0,100.0,1722,55
10012100-01,Eagle Lake,2006,0.9214285714285715,0.19685714285714284,1178.7073170731708,1324.0,38.48723577235771,8.95,354108.1300813008,309000.0,1501.9756097560976,1578.0,62.601626016260155,43.08943089430895,0.0,0.0,0.0,56.91056910569105,0,0
82008700-01,Regional Park Lake,2004,0.8599999999999999,0.05793333333333335,0.0,0.0,2.538500576701267,0.04,288601.384083045,213700.0,2673.3217993079584,2108.0,0.0,0.0,0.0,0.0,0.0,100.0,799,68
82007700-01,Goggins Lake,2011,1.281666666666667,0.11058333333333333,1480.9,1526.0,9.8803,5.67,306612.0,302050.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,100.0,150,48
27071100-01,Westwood Lake,2010,1.327777777777778,0.022666666666666665,935.9857932123125,1008.0,3.698877269139702,0.3,378093.2912391476,221600.0,8146.390292028414,2756.0,64.8382004735596,0.0,0.0,55.44593528018943,0.0,44.554064719810576,4946,122
82009700-01,La Lake,2008,1.7545454545454546,0.11863636363636364,3.918342474101158,0.0,1.4034369287020112,0.26,318734.8567946374,287100.0,308518.87020109687,286000.0,0.0,0.06093845216331505,0.0,0.0,0.0,99.93906154783669,3107,175
10000200-01,Riley Lake,2005,2.0500000000000003,0.05164285714285715,123.27169811320755,0.0,0.08596226415094342,0.0,452886.7924528302,394900.0,5569.738364779874,5063.0,3.270440251572327,3.270440251572327,0.0,0.0,0.0,96.72955974842768,690,31
82007700-01,Goggins Lake,2009,1.0885714285714287,0.09328571428571429,1433.8439024390243,1422.0,9.292292682926835,5.43,335376.5853658537,337000.0,308773.65853658534,328600.0,0.0,0.0,0.0,0.0,0.0,100.0,191,6
10000200-01,Riley Lake,2008,1.8416666666666668,0.03525000000000001,263.17987421383646,0.0,0.9294088050314533,0.4,561044.5283018867,491700.0,6995.2905660377355,6131.0,3.3962264150943398,6.918238993710692,0.0,0.0,0.0,93.08176100628931,680,41
10005200-01,Reitz Lake,2006,1.7384615384615385,0.13507692307692307,1093.8496376811595,1148.0,10.118224637681164,0.915,337846.1956521739,233500.0,1847.3985507246377,1828.0,51.449275362318836,40.21739130434783,0.0,0.0,0.0,59.78260869565217,0,0
19002300-01,Farquar Lake,2014,0.7540000000000001,0.1256,2808.8393462843046,2840.0,0.8456120875732364,0.34,317934.69010175765,298000.0,3896.7107616404564,3766.0,0.0,0.06167129201356768,0.0,95.74468085106383,0.0,4.193647856922603,3201,42
10001900-01,Bavaria Lake,2008,1.6786666666666668,0.034933333333333344,1705.0209247384407,1749.0,1.2602463719203545,0.28,352868.61289233883,282800.0,3661.6736415794803,3259.0,34.99831252109349,70.13162335470807,0.0,0.0,0.13499831252109348,29.733378332770837,0,0
19044600-01,Lac Lavon Lake,2008,3.125,0.032333333333333346,2328.1585677749363,2207.0,0.46527493606137577,0.29,315306.4364876385,271150.0,3307.821611253197,2894.0,0.0,0.0,0.0,0.0,0.0,100.0,4568,100
27007000-01,Mitchell Lake,2004,1.664285714285714,0.06414285714285715,0.0,0.0,0.0,0.0,317144.860517718,257900.0,4357.354109072631,2959.0,0.0,0.0,0.0,0.0,0.0,100.0,3862,117
82010400-01,Jane Lake,2013,4.6625,0.00875,1585.1554252199414,1580.0,2.312844574780059,1.12,299036.07038123166,294300.0,0.0,0.0,78.2991202346041,0.0,0.0,0.0,0.0,100.0,0,0
82010400-01,Jane Lake,2009,4.518181818181817,0.013636363636363636,1548.9433962264152,1560.0,2.1683309143686476,1.12,353012.4818577649,347100.0,345682.43831640057,344800.0,0.0,0.0,0.0,0.0,0.0,100.0,654,28
13005300-01,Big Comfort Lake,2013,1.7340909090909091,0.026227272727272734,,,,,,,,,,,,,,,,
19003100-01,Orchard Lake,2005,2.4078571428571434,0.03514285714285715,2257.0722291407224,2725.0,1.5809838107098366,0.45,323196.4508094645,368200.0,2934.46201743462,3444.0,0.0,0.0,0.0,0.0,0.0,100.0,1365,133
27062700-01,Northwood Lake,2011,0.9583333333333331,0.12541666666666665,1146.3826969141892,1152.0,0.5224855572777118,0.24,247847.76666196986,197000.0,4711.978582499648,3039.0,90.06622516556291,0.0,0.0,80.51289277159364,0.0,19.48710722840637,6938,159
82036800-01,Klawitter Pond,2006,0.6,0.1035,1634.5290806754222,1796.0,1.973170731707317,0.03,371583.11444652907,398700.0,2743.872420262664,2898.0,0.0,0.0,0.0,0.0,0.0,100.0,527,6
27005300-01,Cobblecrest Lake,2010,0.2888888888888889,0.1291111111111111,938.6845637583892,1071.0,0.9410176688124656,0.22,269005.6293658403,208500.0,3746.2990001369676,2501.0,69.68908368716615,0.0,0.0,54.40350636899055,0.0,45.59649363100945,6837,464
13005300-01,Big Comfort Lake,2009,1.9541666666666666,0.03225000000000001,,,,,,,,,,,,,,,,
27071100-01,Westwood Lake,2013,1.4,0.0575,928.4048982816512,1001.0,3.6992079794588446,0.3,334760.02370136284,193600.0,8832.190993482125,2861.0,66.16630456251235,0.0,0.0,55.066166304562515,0.0,44.933833695437485,4941,122
82010300-01,Olson Lake,2004,3.2214285714285715,0.018642857142857145,0.0,0.0,0.6573504751257676,0.0,245096.7020681945,221200.0,2235.5170486305196,1926.0,0.0,0.0,0.0,0.0,0.0,100.0,1734,55
82015900-01,Forest Lake,2004,2.297071428571429,0.03135714285714286,0.0,0.0,0.3840274375306223,0.0,199370.74963253306,158600.0,1644.015678588927,1166.0,0.0,0.0,0.0,0.0,0.0,100.0,3726,356
19002601-01,Marion Lake,2004,1.7966666666666669,0.03993333333333334,2232.992276422764,2064.0,0.9929979674796865,0.35,276429.3699186992,246850.0,2655.115650406504,2230.0,0.0,0.0,0.0,0.0,0.0,100.0,4609,229
19034800-01,Valley Lake,2013,1.1545454545454545,0.17709090909090908,1913.5729433897725,1648.0,0.2570617410637849,0.25,188153.92508978964,155300.0,2494.1737643235847,1894.0,0.0,0.034205575508807935,0.23943902856165553,96.01505045322386,0.0,3.711304942705661,5768,79
82011602-01,Armstrong Lake,2011,1.0714285714285714,0.03657142857142857,1186.2451893234015,1238.0,1.2573743016759729,0.28,328101.2414649286,162000.0,0.0,0.0,70.57728119180634,0.0,0.0,0.0,0.0,100.0,2842,380
19002200-01,Long Lake,2012,1.8167959183673468,0.08791836734693875,2242.218270165209,2066.0,0.4849154518950362,0.32,238005.3449951409,204900.0,3098.799416909621,2769.0,0.0,0.0,0.3109815354713314,95.66569484936832,0.0,4.02332361516035,5024,121
10009500-01,Swede Lake,2008,0.4233333333333333,0.30273333333333335,1545.0,1638.0,36.254866666666636,13.745000000000001,487188.6666666667,385900.0,2818.766666666667,2574.0,33.33333333333333,46.666666666666664,0.0,0.0,0.0,53.333333333333336,0,0
82011602-01,Armstrong Lake,2008,1.1428571428571428,0.05471428571428571,0.0,0.0,1.2201017293997944,0.22,384972.2956934554,222100.0,381939.6405561207,221200.0,0.0,0.0,0.0,0.0,0.0,100.0,2595,354
19002300-01,Farquar Lake,2008,0.7307692307692306,0.121,2739.6489459211734,2793.0,0.8375588145432329,0.33,367293.33944393526,340000.0,4119.417659639475,3847.0,0.0,0.0,0.0,0.0,0.0,100.0,3198,42
82002000-01,McKusick Lake,2014,1.8666666666666663,0.053916666666666675,1156.1049382716049,1198.0,0.5714737654321047,0.26,224029.05092592593,194950.0,0.0,0.0,51.92901234567901,0.0,0.0,0.0,0.0,100.0,0,0
82009400-01,Colby Lake,2011,0.9071428571428571,0.10378571428571429,1934.954207920792,1924.0,0.6130594059406029,0.3,297459.702970297,268250.0,0.0,0.0,86.58415841584159,0.0,0.0,0.0,0.0,100.0,7716,364
27062700-01,Northwood Lake,2012,0.7454545454545454,0.21872727272727274,1151.3018202342316,1154.0,0.5227740934104542,0.24,236691.92888387188,186000.0,4720.688020318894,2961.0,91.35035981374348,0.0,0.0,80.85226471003246,0.0,19.147735289967546,6926,161
82009002-01,Wilmes Lake,2012,1.3000000000000003,0.09253846153846156,1769.156432748538,1891.0,0.46381578947367863,0.3,250127.55847953216,238700.0,0.0,0.0,94.4078947368421,0.0,0.0,0.0,0.0,100.0,0,0
82013700-01,Fish Lake,2006,1.3849999999999998,0.061125,1753.0653266331658,1934.0,1.9080201005025106,0.0,361924.22110552766,320000.0,3274.118592964824,3074.0,1.6080402010050252,43.01507537688442,0.0,0.0,0.0,56.984924623115575,969,26
10000200-01,Riley Lake,2007,1.8066666666666669,0.03166666666666667,253.57735849056604,0.0,0.9466666666666719,0.4,535746.6666666666,462000.0,6566.982389937107,5567.0,3.270440251572327,6.666666666666667,0.0,0.0,0.0,93.33333333333333,680,41
82012300-01,Bass Lake,2004,2.6125714285714285,0.030428571428571426,0.0,0.0,3.7880758017492715,0.17,318700.8746355685,346500.0,2206.518950437318,2444.0,0.0,0.0,0.0,0.0,0.0,100.0,332,11
19002200-01,Long Lake,2005,1.463409090909091,0.08209090909090908,2247.141258201467,2041.5,0.4936665380162032,0.32,276705.1138556542,240250.0,2491.457545349286,2248.0,0.0,0.0,0.0,0.0,0.0,100.0,5023,120
19002300-01,Farquar Lake,2009,0.5178571428571429,0.21221428571428574,2743.1203053435115,2795.0,0.8370534351145056,0.33,336312.213740458,313200.0,4056.455572519084,3828.0,0.0,0.0,0.0,0.0,0.0,100.0,3200,42
19002500-01,Keller Lake,2011,0.8384615384615386,0.06646153846153846,2213.1149766652525,2004.0,0.4023886296139143,0.28,243697.157403479,200900.0,3015.8218073822654,2509.0,0.0,0.0,0.0,0.0,0.0,100.0,2301,56
82012200-01,Pine Tree Lake,2013,2.75,0.019000000000000006,2255.830459770115,2499.5,5.5316954022988405,2.77,449091.091954023,406150.0,0.0,0.0,70.97701149425288,0.0,0.0,0.0,0.0,100.0,0,0
19002400-01,Wood Lake,2012,1.2769230769230768,0.07669230769230768,3055.072082835524,1548.0,0.44115093588211524,0.17,333402.6284348865,129800.0,5667.79211469534,1636.0,0.0,0.15929908403026682,2.3496614894464356,89.68538430904023,0.0,7.805655117483075,2436,75
82015300-01,Sunset Lake,2008,3.244444444444445,0.022000000000000002,0.0,0.0,6.683090638930168,4.98,383427.04309063894,376800.0,368555.4234769688,369500.0,0.0,0.0,0.0,0.0,0.0,100.0,665,8
82009200-01,Powers Lake,2011,2.3285714285714287,0.05871428571428572,1728.5104333868378,1777.0,0.6698394863563407,0.3,375374.63884430175,278800.0,0.0,0.0,76.56500802568218,0.0,0.0,0.0,0.0,100.0,1120,126
10012100-01,Eagle Lake,2005,1.6555,0.11740000000000002,1193.0650406504064,1324.0,38.45845528455282,8.95,317682.1138211382,275200.0,1361.8699186991869,1523.0,62.601626016260155,39.83739837398374,0.0,0.0,0.0,60.16260162601627,0,0
82015900-01,Forest Lake,2013,1.6105882352941172,0.031249999999999993,920.0118708452042,988.0,0.7507834757834889,0.27,188356.60018993352,136250.0,0.0,0.0,57.26495726495726,0.0,0.0,0.0,0.0,100.0,0,0
82010300-01,Olson Lake,2009,3.228571428571428,0.01871428571428571,1330.7039954980303,1275.0,0.8711536297129967,0.34,270418.6268992684,244100.0,270418.6268992684,244100.0,0.0,0.0,0.0,0.0,0.0,100.0,1715,55
82007700-01,Goggins Lake,2013,1.1016666666666668,0.0666666666666667,1523.295918367347,1540.0,9.9711224489796,5.8,302908.1632653061,294750.0,0.0,0.0,76.53061224489795,0.0,0.0,0.0,0.0,100.0,0,0
19034800-01,Valley Lake,2006,1.0999999999999999,0.08814285714285715,1626.9487833928874,1612.0,0.2546945720605667,0.25,229177.14820486642,200800.0,2418.8283137655267,2029.0,0.0,0.0,0.0,0.0,0.0,100.0,5766,79
82009400-01,Colby Lake,2012,0.7230769230769231,0.11723076923076922,1930.0027033669205,1911.0,0.6080756942737814,0.3,274817.22782010323,241900.0,0.0,0.0,86.4585893339887,0.0,0.0,0.0,0.0,100.0,0,0
27007000-01,Mitchell Lake,2012,1.6916666666666667,0.0585,437.67712801986903,0.0,0.6845698803341691,0.39,330361.1198916234,257600.0,5279.686610973132,3426.0,26.9586814179273,0.0,0.0,25.694287649582296,0.0,74.30571235041769,4308,121
82010100-01,DeMontreville Lake,2011,3.5140000000000002,0.021700000000000004,1267.0359712230215,1322.0,2.8410071942446042,0.84,355848.2014388489,304300.0,0.0,0.0,54.67625899280576,0.0,0.0,0.0,0.0,100.0,232,46
82009002-01,Wilmes Lake,2007,1.263636363636364,0.08072727272727272,0.0,0.0,0.0,0.0,318598.8726042841,304500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0
19034800-01,Valley Lake,2009,2.2857142857142856,0.05414285714285716,1674.984691274026,1624.0,0.25546521517263937,0.25,208825.97380506888,180800.0,2512.2988603503995,2010.0,0.0,0.0,0.0,0.0,0.0,100.0,5768,79
19002601-01,Marion Lake,2014,2.4214285714285717,0.019142857142857145,2468.9146588192016,2276.0,0.9049236711421875,0.34,293506.75004598126,260800.0,3873.638955306235,3178.0,0.0,0.2207099503402612,1.2506897185948134,82.76623137759795,0.0,15.762368953466984,5172,265
27007000-01,Mitchell Lake,2007,1.3846153846153844,0.05953846153846154,0.0,0.0,0.7084040704889547,0.36,390337.62720277987,324500.0,5305.805907172996,3753.0,0.0,0.0,0.0,0.0,0.0,100.0,3914,115
27062700-01,Northwood Lake,2004,0.9416666666666665,0.1418333333333333,0.0,0.0,0.0,0.0,235079.5657175726,185000.0,4086.1725625539257,2528.0,0.0,0.0,0.0,0.0,0.0,100.0,6800,154
13005300-01,Big Comfort Lake,2014,1.4563636363636367,0.03459090909090911,,,,,,,,,,,,,,,,
19003100-01,Orchard Lake,2009,3.6799999999999997,0.017400000000000002,2489.551939924906,2868.0,1.5930851063829776,0.45,345592.3028785983,365950.0,3836.5819774718398,4199.0,0.0,0.0,0.0,0.0,0.0,100.0,1363,133
